"UNITID","OFCODE","#BDRM","#BATHS","AREA","LOCN","STADR","DESC1","DESC2","DESC3","DESC4","DESC5","DESC6","DESC7","GRADE","SOFABD","MAXOCP","FIREPL","PARKSP","BARBCU","WSHDRY","SECDEP","2DA_T1","XDA_T1","WEK_T1","MIN_T1","2DA_T2","XDA_T2","WEK_T2","MIN_T2","2DA_T3","XDA_T3","WEK_T3","MIN_T3","2DA_T4","XDA_T4","WEK_T4","MIN_T4","2DA_T5","XDA_T5","WEK_T5","MIN_T5","2DA_T6","XDA_T6","WEK_T6","MIN_T6","BR1BED","BR2BED","BR3BED","BR4BED","BR5BED","BR6BED","BR1LOC","BR2LOC","BR3LOC","BR4LOC","BR5LOC","BR6LOC","BR1TV","BR2TV","BR3TV","BR4TV","BR5TV","BR6TV","VIRTOUR","INTCMT1","INTCMT2","INTCMT3","WWWCMT","GSTCMT","UNTTYPE","DATEADD","DATECHG","COMMISN","RSRVAMT","MNTHFEE","CLENCRG","CLENFEE","GRSRENT","NETRENT","OWNREXP","RENTDAY","OWNRDAY","FRNDDAY","OMNTDAY","MANTDAY","CLUBDAY","GESTDAY","BLOCKDT","BFYACCT","BFYPHON","LATITUD","LONGTUD"
"TC C0690","NSO","2","1.1","751","TC","#90 3115 N LAKE BLVD","AMEN","CTUB","POOL","CTEN","WIFI","NSMO","","A ","1","6","WOOD","2PP","GAS","YES","125","359","108","899","1","413","135","1088","1","413","135","1088","1","467","162","1277","1","549","203","1564","1","683","270","2033","1","1Q","1D","","","","","Down","Loft","","","","","No   ","No   ","","","","","http://fusion.realtourvision.com/10988","#90 3115 N LAKE BLVD(TC)'COMPLETE REMODEL, GORGEOS","VERY SMALL BUT VERY COOL CONDO, 32' FLAT TV;DIN/6","BAR/2;GRANITE,TILE,HRDWD;SEE NOTES ON AMENITIES","This cozy condo is located just minutes from downtown Tahoe City and Common's Beach, as well as walking distance to the restaurants, shops, and private beach of Dollar Point(about  10 minutes walking distance).  The Complex features outstanding amenities including a seasonal pool, tennis court, and basketball court, as well as a year-round hot tub, recreation center, and sauna. The property has a spacious deck with a peak of Lake Tahoe  through the trees. It also has 32' flat screen TV and DVD player, WiFi Internet access, and a large library of movies, books, and board games. There is a separate dining area with convenient access to the newly updated kitchen, which contains state-of-the-art appliances. The family living area displays a modern urban loft design with pull-out  sleeper sofa in the living room,  as well as a large wood-burning fireplace. Finally, the upstairs master bathroom is also newly updated with a walk-in master closet. Because of owner concerns, pets are not allowed on the property. ","","RENTAL  ","1/05/12","8/17/13","35","500","0","95.00","143.00","1365.00","860.25","139.00","8","14","0","0","0","0","0","0","va1006","Y","39.190314","-120.110639"
"TC C0961","NSO","4","2","1200","TC","#61-2755 NO LAKE BLVD","BIKE","CTEN","NSMO","POOL","WDSY","","","C+","1","9","ROCK","2PP","CHAR","YES","100","391","104","911","1","443","130","1093","1","443","130","1093","1","495","156","1275","1","573","195","1548","1","703","260","2003","1","1Q","1D2S","1Q","1S","","","Down","Down","Down","Loft","","","No   ","No   ","No   ","DVD  ","","","http://fusion.realtourvision.com/68366","#61 VILLAS(TC)'CMFRTABLE CONDO'BKE TRL/TC;CNTMP","DECOR;UPST LVRM/QHAB/CD;DIN/8;BR2 BUNK-1D/2S","1S; WALK TO BIKE TRAIL/RESTRNTS/1MILE TO TC","This is a wonderful condo near Tahoe City that has everything guests could want.  Including access to the summer pool and tennis courts, close  to bike trails and some of the best dining in Tahoe. Inside the condo guests will enjoy the upscale decor done in a Tahoe, Southwest look.  The living room has a wood burning rock fireplace. Features also include a full size washer/dryer.  This is a great year round North Shore destination at a very affordable price, ","","RENTAL  ","6/08/96","11/12/13","35","500","0","122.00","183.00","0.00","0.00","0.00","0","0","0","0","0","0","0","11/12/13","","N","39.188556","-120.117441"
"TK C0408","SSO","1","1","702","TK","#108 - 439 ALA WAI BLVD.","HTUB","NSMO","DOCK","CTEN","POOL","PBCH","","B+","1","4","GASLOG","2PP","GAS","YES","100","324","92","784","1","348","115","868","3","370","115","945","1","416","138","1106","1","486","173","1351","3","600","230","1750","5","1Q","","","","","","Down","","","","","","No   ","","","","","","http://fusion.realtourvision.com/15229","#108-439 ALA WAI BL(TK) STUDIO W/PRIVATE HTUB","1LEV DS UNIT;XCROSS FROM TEN. CTS;5MIN WALK TO BCH","OR POOL;1QHAB/LR;10-15MIN-CAS/HV;NO DISHWASHER","A great studio condo with its own private hot tub!  This one story property is located right across from the tennis courts and is only a five minute walk to the private beach or indoor pool!  There is also a private boat slip for your use as well.  Perfect for a couple or two or a small family!  Pool and Tennis courts require a small additional daily fee.        Please note: This home does require a 5 night minimum stay throughout the summer and does not have a dishwasher.   Please call our reservation agents to check availability. VRP# 102816 ","Excellent stay. Thank you!!! - Rudis Party,March 2007 ","RENTAL  ","12/28/01","11/27/13","35","500","0","93.00","140.00","2727.00","1655.49","588.78","12","0","0","0","0","0","0","0","va1005","Y","38.935545","-120.005014"
"TK C0600","SSO","3","2","1300","TK","#100 439 ALA WAI","AMEN","WIFI","NSMO","CTEN","POOL","NBCH","","A-","0","6","WDSTV","2PP","GAS","YES","100","502","164","1322","1","544","205","1469","5","584","205","1609","1","666","246","1896","1","790","308","2330","3","994","410","3044","5","1K","1Q","1Q","","","","Up  ","Up  ","Down","","","","Color","Color","Color","","","","http://fusion.realtourvision.com/77865","#100 439 ALA WAI(TK);NSMO;FLAT SCRN TV INMSTR;VWS;","MARINA/MTN VWS;COUNTRY FLORAL DCR;DNG/4+2FOLD CHRS","GAS BBQ;SEE JOSH IF GSTS WANT DOCK ACCESS;MSTRDECK","Located in the prestigious Tahoe Keys, this luxury condominium has a beautiful views of the marina, mountains and the lagoon from the upstairs master bedroom deck and downstairs living area and patio.    Upstairs Master bedroom has a private deck. Access to a private beach, tennis courts, indoor pool and spa and Summer outdoor pool (fee required).  Conveniently located only ten minutes from casinos or skiing, this is the perfect spot for your next Tahoe vacation! Five night minimum stay during Summer - Holiday minimums vary. VRP# 104175 ","","RENTAL  ","5/31/96","11/27/13","35","500","0","116.00","174.00","3863.40","2511.21","60.77","10","0","0","0","0","0","0","0","va1005","Y","38.935194","-120.004317"
"TK C0604","SSO","2","1.1","875","TK","#104-439 ALA WAI","DOCK","AMEN","NSMO","","","","","B ","1","6","FRESTD","2PP","GAS","YES","100","374","112","934","1","402","140","1032","3","430","140","1130","1","486","168","1326","1","570","210","1620","3","710","280","2110","5","1Q","2S","","","","","Down","Down","","","","","Color","No   ","","","","","http://fusion.realtourvision.com/82649","#104-439 ALA WAI(TK)1 STORY END UNIT;CLS TO TENNIS","BEACH; PATIO,GRASSY YARD;BAR/2,DIN/6,STACK W/D;","MARINA/HVLY VUES","Wonderful views of Heavenly slopes and the marina are what's in store for you at this Tahoe Keys Townhome. This is a one level property for easy access. You are located across the street from the tennis courts. Also, you are only a five minute walk from a pool & only 10 minutes to skiing or the casinos. And lets not forget your boat dock, right in your back yard.  Access to a private beach, tennis courts, indoor pool and spa, and  Summer outdoor pool (fee required) is just icing on the cake. Five night minimum stay during Summer - Holiday minimums vary. VRP# 103364 ","","RENTAL  ","9/05/97","11/27/13","35","500","0","100.00","150.00","2856.00","1856.40","84.91","13","0","0","0","0","0","0","0","va1005","Y","38.935587","-120.004542"
"TK C0622","SSO","2","2","1014","TK","#22 497 TAHOE KEYS BLVD","DOCK","AMEN","WIFI","NBCH","POOL","CTUB","NSMO","B+","1","8","BRICK","1G+1PP","GAS","YES","140","395","112","955","1","451","140","1151","3","451","140","1151","1","507","168","1347","1","591","210","1641","1","731","280","2131","1","1Q","2S1B","","","","","Up  ","Up  ","","","","","No   ","DVD  ","","","","","http://fusion.realtourvision.com/54940","#22 497 TAHOE KEYS BLVD (TK)'CUTE CONDO W/ MARINA ","VIEWS;Q FUTON/LR;BDRM 2 HAS TV BUT DVD&WII W/GAMES","ONLY;PARKING FOR 1 BOAT ONLY;3 BLKS TO BEACH","Adorable condo located in the Tahoe Keys with marina and mountain views! The Tahoe Keys HOA comes with special amenities such as indoor and outdoor pools, community tennis courts and hot tubs, plus a beautiful beach!  All amenities come with a small daily fee per person.  The condo has sleeping for 8 people comfortably, a private dock to park your boat during the summer months, a large 46' flat screen TV in the living room, a wood burning fireplace, and 2 full bathrooms!  You will love this condo anytime of year! VRP#  006847 ","","RENTAL  ","1/27/14","2/18/14","35","500","0","114.00","171.00","616.00","383.60","758.01","4","10","0","7","10","0","0","0","va1005","Y","38.932685","-120.004778"
"TK C0697","SSO","3","2","1400","TK","#97 439 ALA WAI BLVD","DOCK","VIEW","CTEN","CTUB","POOL","AMEN","NSMO","B+","0","6","WDSTV","2PP","GAS","YES","150","398","120","998","1","458","150","1208","3","408","125","1033","1","518","180","1418","1","608","225","1733","3","758","300","2258","5","1K","1Q","1K","","","","Up  ","Down","Up  ","","","","DVD  ","No   ","DVD  ","","","","http://fusion.realtourvision.com/78012","#97 439 ALA WAI(TK)'GRT REMODLED TK CONDO!'NICE","MARINA VIEWS;GAS BBQ;REMDLD KIT;6/DIN-4/BAR;DOCK;","DECK OFF MSTR SUITE;NEW FLRS&CARPET;ACROSS TENNIS","Come enjoy Lake Tahoe in this wonderful remodeled Tahoe Keys condo.  Tahoe Keys is private home owners association that was built so all homes and condos have channel access to Lake Tahoe.  Also, there is a a community pool and tennis courts for a small daily fee.  This great condo does have its own private dock, new carpet and flooring, new wood burning stove, private deck off of the master bedroom, gas barbeque, great marina views, and stereo surround sound! You will be located just 3 blocks from the beach and 10 to 15 minutes to downtown casinos and Heavenly Ski Resort.  What a fantastic place to enjoy your next Lake Tahoe vacation! Please note: This home does require a 5 night minimum stay throughout the summer. Please call our reservation agents to check availability. VRP# 102046 ","","RENTAL  ","9/20/06","11/27/13","35","500","0","105.00","158.00","3440.00","2184.00","164.58","16","3","0","0","0","0","0","0","va1005","Y","38.935094","-120.004327"
"TK C0811","SSO","3","2","1400","TK","#211-357 ALA WAI BLVD","WIFI","DOCK","NSMO","AMEN","CTEN","POOL","CTUB","B+","0","7","STD","2PP","GAS","YES","100","384","108","924","1","518","175","1393","5","438","135","1113","1","568","200","1568","3","618","225","1743","3","708","270","2058","5","1Q","1S1B","1Q","","","","Up  ","Up  ","Down","","","","No   ","No   ","No   ","","","","http://fusion.realtourvision.com/53806","#211-357 ALA WAI BL.(TK);100 YDS TO LAKE!;MODERATE","PRICED CONDO;DS LIV;PEAK OF LK;STEREO W/CD;DIN8/3","BAR;CHARCOAL BBQ;SUSAN BAKER ONLY MAKE OWN/FRND RS","A great value for the dollar and a great location are what you are getting from this condo, just steps from Lake Tahoe with a peak of the lake across the street! Water is on both  sides and your dock is just steps away! Perfect for the budget minded, but still looking for the extras like beach access, boat dock, summer pool and tennis courts and all year round indoor pool and community hot tub! All these amenities can be accessed for a small daily fee. This cute place is located only 10-15 minutes from either the casinos or skiing at Heavenly Valley!  Please note: This home does require a 7 night minimum for all holiday periods. Please note: This home does require a 5 night minimum stay throughout the summer. Please call our reservation agents to check availability. VRP# 102700 ","","RENTAL  ","11/01/00","11/27/13","35","500","0","112.00","168.00","6459.00","4160.85","615.00","33","0","0","0","0","0","0","0","va1005","Y","38.937873","-120.006806"
"TK C0814","SSO","3","2","1390","TK","#314-2031 VENICE","DOCK","WIFI","AMEN","NBCH","VIEW","NSMO","","B ","1","8","GASLOG","2PP","GAS","YES","100","420","128","1060","1","452","140","1172","5","444","140","1144","1","548","192","1508","1","644","240","1844","3","804","320","2404","5","1K","1Q","2S","","","","Up  ","Down","Down","","","","No   ","VCR  ","No   ","","","","http://fusion.realtourvision.com/93673","#314 2031 VENICE(TK)'WTR & MTN VIEW CONDO' BEAU  ","VIEWS;END UNIT;UPST LVG/KIT/MSTR/DIN/4+BAR;2DECKS","STEPS TO TENNIS;EZ LAKE ACCESS;LARGE CONDO","Take a look at this fantastic condo with beautiful marina and mountain views!  Located in the Tahoe Keys you will find easy access to beaches and you will have your own private dock!  Views from the master bedroom and living areas are  exceptional, in the summer the grounds are landscaped, you  can sleep 8 people comfortably.  You will be only 10 to 15  minutes from casinos and skiing and just few blocks to the  beach.  This end-unit is in a quiet area near tennis courts but only a short drive from the other Tahoe keys amenities - indoor pool, spa, private beach and a Summer outdoor pool (fee required).     Holiday minimums vary. VRP# 103969 ","Great location, lovely view, overall good experience. -  Inserto Party, Feburary 2007 ","RENTAL  ","11/26/91","11/27/13","35","500","0","109.00","164.00","3744.00","2406.16","22.00","15","0","0","0","0","0","0","0","va1005","Y","38.928234","-120.013983"
"TK C0863","SSO","3","2","1596","TK","336 ALA WAI BLVD #267","LKFT","DOCK","WIFI","LKVW","AMEN","NSMO","POOL","A-","0","8","ROCK","2PP","GAS","YES","200","600","210","1650","1","860","340","2560","5","600","210","1650","1","996","408","3036","1","1200","510","3750","3","1540","680","4940","5","1K","1Q","1D2S","","","","Up  ","Up  ","Up  ","","","","Color","Color","Color","","","","http://fusion.realtourvision.com/44657","336 ALA WAI BLVD #267(TK)'LKFRONT TK CONDO, FULLY","REMODELED!;50'FLAT SCRN TV/LR;LKVWS FROM ALMOST","ALL RMS;GAS BBQ;100YDS/DOCK;5 NT MIN FOR JULY 4TH!","Lakefront, Lakefront, Lakefront!!!  Amazing lakefront condo in the Tahoe Keys with your own private dock, high speed wireless internet, lakeviews from almost every room, 50' flat  screen TV, remodeled kitchen with granite counters, and you will walk directly to the Tahoe Keys Private Beach. There is a gas barbecue on the lakeview deck, surrounded by a landscaped grass area perfect for afternoon fun.  The master bedroom has fantastic lakeviews, it's own private deck, and a 32' flat screen TV, plus TV's in all bedrooms.  Tile floors throughout the home plus completely remodeled bathrooms finish this extraordinary place! Just steps to the outdoor summer pool, and a few blocks from the year round indoor swimming pool and hot tub, lakefront summer tennis courts, and to a playground for the kids, this one of a kind rental will be perfect anytime of year! Use of the the Tahoe Keys amenities have a small daily fee per person. VRP# 102602 ","","RENTAL  ","8/27/10","2/10/14","35","500","0","120.00","180.00","5803.00","3740.45","240.90","19","12","0","0","0","0","1","0","va1005","Y","38.939158","-120.006629"
"TK C0872","SSO","3","2","1320","TK","#172 - 405 ALA WAI BL.","DOCK","CTEN","CTUB","AMEN","NSMO","","","B ","0","8","BRICK","2PP","GAS","YES","100","468","144","1188","1","504","180","1314","1","540","180","1440","1","612","216","1692","1","720","270","2070","3","900","360","2700","5","1K2S","1Q","1Q","","","","Up  ","Up  ","Down","","","","No   ","No   ","No   ","","","","","#172 405 ALA WAI(TK)*NSMO*SO.EXP, W/HUGE WATER VWS","DS LIV;DIN6;PORT.STEREO W/CD IN LR; STEPS TO","1QHAB/LR;CAN TAKE LESS THAN 5 NTS/SUMR-NO HOLIDYS","Views! Views! Views! This waterfront townhouse has wonderful southeastern exposure with views of the Tahoe Keys Lagoon and Heavenly Valley from the living room and master bedroom deck! You are only steps from your boat dock. This downstairs living property is perfect for a family looking for location and value. This living room has a TV/VCR and Portable Stereo with CD player. For a small additional fee per person, you will have access to an indoor pool and spa (year round), also in the summer, you can enjoy the private beach, tennis courts, and outdoor pool (fee required). Please note: This condo is one of the few condos with a dock that will allow less than five nights during the summer except for holidays.  VRP# 102512 ","","RENTAL  ","6/18/99","12/17/13","35","500","0","120.00","180.00","0.00","0.00","0.00","0","0","0","0","0","0","0","0","va1005","Y","38.936784","-120.005819"
"TK H0886","SSO","3","2","1392","TK","2186 MORRO DR.","HTUB","DOCK","NSMO","AMEN","POOL","CTEN","CTUB","B+","1","8","ROCK","1G+2D","GAS","YES","200","532","176","1412","1","576","220","1566","3","620","220","1720","1","708","264","2028","1","840","330","2490","3","1060","440","3260","5","1K","1Q","2S","","","","Down","Down","Down","","","","Color","Color","No   ","","","","http://fusion.realtourvision.com/19072","2186 MORRO DR(TK) SO EXP WATERFRONT W/DOCK;DS","LIV HM;TV/VCR/STEREO W/CD;TILE KIT;DIN6+4LR;1QHAB","IN LR;DECK&GRASS BK YD;3 NT MIN/SUMMER","Cute, quality and quiet are all words used to describe this nice house on the water that has been recently repainted and carpeted.  The home is a classic ranch style with one-story living and a wonderful back deck and grassed back yard with a boat dock.  You are minutes to the lake by boat.  This unit comes complete with a granite kitchen, rock fireplace, and is  only minutes walk or drive to the beach.  For a small additional fee, guests can access 7 tennis courts, a summer outdoor, and year round indoor pool and community spa.  And let's not forget your own private hot tub in the back yard with views of the water and surrounding mountains! This  home's dock has parking for 1 boat only, the other spots are used by the owner.        Please note: This home does require a 3 night minimum stay throughout the summer. Please call our reservation agents to check availability. VRP# 103445 ","The home was beautiful. We will definitely come again. -  Alrawi Party, Feburary 2007 ","RENTAL  ","6/18/00","11/27/13","35","500","0","120.00","180.00","7040.00","4492.40","935.51","23","5","0","0","0","0","0","0","va1005","Y","38.929493","-120.008164"
